hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,open_ports,running_services,software_indicators,ad_groups,privilege_level,workstation_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
wks-0617,macOS,13,32,8,False,True,[ 631 8888],['OneDrive Sync' 'VPN Client'],['Chrome' 'Postman' 'Selenium'],['Call Center' 'HR'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.87,True
wks-0618,Windows,11,4,32,False,True,[3389],['Backup Agent' 'EDR Agent' 'RDP' 'SSH'],['Office' 'Teams' 'Workday'],['HR' 'Training'],Power User,HR Workstation,High,High,Moderate,synthetic_rules,0.97,True
wks-0619,Windows,10,16,32,True,True,[139],[],['Adobe Creative Cloud' 'Blender' 'Figma' 'Firefox'],['IT Operations' 'SOC'],Local Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.76,True
wks-0620,Windows,10,32,16,True,True,[ 135 8000],['Backup Agent' 'OneDrive Sync' 'Print Spooler' 'VPN Client'],['Chrome' 'Postman' 'Selenium' 'Teams' 'VPN Client'],['Help Desk' 'SOC'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_hybrid,0.92,True
wks-0621,Windows,10,4,16,True,True,[135 139],['Backup Agent' 'Print Spooler'],['Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams'],['HR' 'SOC'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_rules,0.73,True
wks-0622,Ubuntu Desktop,22.04,4,16,True,True,[ 22 631],['Backup Agent' 'Defender' 'Print Spooler' 'SSH'],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma' 'Teams' 'Zoom'],['Domain Users' 'Help Desk'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
wks-0623,Windows,10,4,32,False,True,[445],['Print Spooler' 'RDP' 'SSH' 'VPN Client'],['Firefox' 'POS Client' 'Receipt Printer Driver' 'Zoom'],['Retail' 'SOC'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.97,True
wks-0624,Windows,11,8,8,False,True,[ 139  445 3389],[],['Chrome' 'Office' 'Teams' 'Zoom'],['Finance'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.97,True
wks-0625,Windows,10,32,16,True,True,[ 139 3389],[],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Engineering' 'Retail'],Privileged Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.78,True
wks-0626,Windows,11,32,32,True,True,[ 445 3389],['Defender' 'RDP' 'VPN Client'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Domain Users' 'Retail'],Power User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.78,True
wks-0627,Ubuntu Desktop,22.04,4,32,False,True,[ 22 631],['Defender' 'OneDrive Sync' 'RDP'],['Chrome' 'Office' 'Teams' 'VPN Client' 'Zoom'],['Call Center'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.85,True
wks-0628,Windows,10,4,32,False,True,[ 135  445 3389],['SSH' 'VPN Client'],['CRM Client' 'Chrome' 'Office' 'Softphone' 'Teams' 'VPN Client'],['Data Scientists' 'Developers'],Power User,Call Center Workstation,Moderate,Moderate,High,synthetic_hybrid,0.94,True
wks-0629,macOS,13,8,32,True,True,[22],['Backup Agent' 'EDR Agent' 'Print Spooler' 'SSH'],['Chrome' 'Office' 'Postman' 'Selenium' 'Zoom'],['Data Scientists' 'Engineering'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0630,macOS,13,16,16,True,False,[ 22 631],['Backup Agent' 'Defender' 'OneDrive Sync' 'Print Spooler'],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma' 'Firefox' 'Office'],['Help Desk' 'IT Operations'],Power User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.93,True
wks-0631,Windows,10,16,16,False,True,[445],['OneDrive Sync' 'Print Spooler' 'SSH' 'VPN Client'],['Office' 'Teams' 'Zoom'],['QA'],Standard User,Executive Workstation,High,High,Moderate,synthetic_rules,0.75,True
wks-0632,Ubuntu Desktop,22.04,32,32,False,True,[631],['OneDrive Sync' 'VPN Client'],['Chrome' 'Postman' 'Selenium' 'Teams' 'VPN Client'],['Executives'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.74,True
wks-0633,macOS,13,8,8,True,False,[  22 8000 8888],['Defender' 'EDR Agent' 'OneDrive Sync' 'Print Spooler'],"['Anaconda' 'Jupyter' 'Office' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'
 'VPN Client']",['QA' 'Training'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_rules,0.73,True
wks-0634,Windows,10,8,16,False,True,[ 135  139 3389],[],['Office' 'Teams' 'VPN Client' 'Zoom'],['QA' 'SOC'],Power User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.93,True
wks-0635,Windows,11,16,64,False,True,[139 445],['Defender' 'VPN Client'],['Chrome' 'Postman' 'Selenium'],['SOC'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.94,True
wks-0636,Windows,11,16,8,False,True,[ 135  139  445 3389],['EDR Agent' 'Print Spooler' 'RDP'],['Excel' 'Power BI Desktop' 'SAP GUI'],['Developers' 'IT Operations'],Power User,Finance Workstation,High,High,Moderate,synthetic_rules,0.82,True
wks-0637,macOS,14,4,8,True,True,[ 22 631],['Backup Agent' 'RDP'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Call Center' 'Training'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_hybrid,0.94,True
wks-0638,Windows,10,32,8,False,True,[ 445 3389],['OneDrive Sync' 'Print Spooler'],['Office' 'Teams' 'Zoom'],['Call Center' 'Help Desk'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.75,True
wks-0639,Windows,10,8,16,False,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'RDP'],['Chrome' 'Office' 'Teams' 'VS Code'],['Engineering' 'IT Operations'],Local Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_rules,0.97,True
wks-0640,Windows,10,4,16,True,True,[ 135  139 3389 8888],['Backup Agent' 'OneDrive Sync' 'SSH' 'VPN Client'],"['Docker Desktop' 'Firefox' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'Teams'
 'VS Code']",['Developers' 'Domain Users'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
wks-0641,macOS,14,8,8,False,True,[8888],['Backup Agent' 'VPN Client'],"['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'Office' 'PyCharm'
 'Teams' 'VS Code']",['Developers' 'Executives'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.76,True
wks-0642,Ubuntu Desktop,22.04,4,8,False,True,[ 631 8000 8888],['EDR Agent' 'Print Spooler'],['Chrome' 'Firefox' 'Postman' 'Selenium'],['Call Center' 'Data Scientists'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.81,True
wks-0643,Windows,10,16,16,False,True,[ 445 3389],['Defender' 'OneDrive Sync' 'Print Spooler'],['POS Client' 'Receipt Printer Driver' 'VPN Client'],['Call Center' 'Retail'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_hybrid,0.92,True
wks-0644,Windows,10,8,16,False,True,[ 135  139 3389],['EDR Agent' 'Print Spooler'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Developers' 'QA'],Power User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.9,True
wks-0645,Windows,11,32,8,True,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'OneDrive Sync' 'SSH'],['Office' 'Teams' 'Workday' 'Zoom'],['QA'],Standard User,HR Workstation,High,High,Moderate,synthetic_ml_seed,0.79,True
wks-0646,macOS,13,8,16,True,False,[631],['OneDrive Sync' 'VPN Client'],['Chrome' 'KioskShell' 'VPN Client'],['QA'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.76,True
wks-0647,Windows,11,4,16,False,True,[139 445],[],['Chrome' 'Office' 'Teams' 'VPN Client' 'VS Code' 'Zoom'],['QA'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.92,True
wks-0648,Windows,10,16,64,False,True,[ 135  139  445 3389],['OneDrive Sync' 'Print Spooler'],['Chrome' 'KioskShell' 'Teams' 'VPN Client' 'Zoom'],['Help Desk'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.77,True
wks-0649,Windows,11,16,64,False,True,[ 139  445 3389 5601],['Defender' 'EDR Agent'],['Burp Suite' 'Office' 'Splunk' 'Sysinternals' 'Wireshark'],['Call Center'],Standard User,SOC Analyst Workstation,High,High,Moderate,synthetic_ml_seed,0.75,True
wks-0650,Windows,10,8,16,True,True,[ 135  139  445 3389],['RDP' 'SSH' 'VPN Client'],['AutoCAD' 'MATLAB' 'Office' 'SolidWorks' 'VPN Client' 'Zoom'],['Executives' 'Help Desk'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0651,Windows,10,16,32,False,True,[139],['Defender' 'SSH'],['Chrome' 'Firefox' 'KioskShell' 'Teams'],['Finance' 'QA'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
wks-0652,Ubuntu Desktop,22.04,8,16,False,True,[22],[],['Chrome' 'Firefox' 'KioskShell' 'Office' 'Teams'],['Help Desk'],Power User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.7,True
wks-0653,Windows,11,4,16,True,True,[ 135  139  445 3389],['Backup Agent' 'Print Spooler' 'SSH' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Figma'],['Call Center' 'Retail'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.88,True
wks-0654,Windows,11,16,16,False,True,[135 139 445],['Defender' 'EDR Agent' 'Print Spooler' 'RDP'],['Office' 'Teams' 'VPN Client' 'Workday'],['Domain Users'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.94,True
wks-0655,macOS,13,8,32,False,False,[  22 8000 8888],['Defender' 'OneDrive Sync' 'SSH' 'VPN Client'],['Chrome' 'Office' 'Postman' 'Selenium' 'Teams'],['Developers' 'Executives'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.84,True
wks-0656,Ubuntu Desktop,22.04,16,64,False,True,[ 22 631],[],['Burp Suite' 'Office' 'Splunk' 'Sysinternals' 'Teams' 'Wireshark' 'Zoom'],['SOC'],Standard User,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.75,True
wks-0657,Windows,10,16,64,False,True,[ 135  139  445 3389],[],['Office' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Help Desk' 'SOC'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.75,True
wks-0658,Windows,10,8,32,True,True,[139],['Defender' 'RDP'],['Adobe Creative Cloud' 'Blender' 'Figma' 'Office'],['Engineering' 'Help Desk'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
wks-0659,macOS,14,4,16,False,True,[ 22 631],['Defender' 'EDR Agent' 'OneDrive Sync' 'SSH'],['Chrome' 'Firefox' 'Office' 'Teams'],['Retail'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
wks-0660,Ubuntu Desktop,22.04,8,16,False,True,[ 22 631],['EDR Agent' 'RDP' 'VPN Client'],['Office' 'Teams' 'Zoom'],['Finance'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_rules,0.97,True
wks-0661,Ubuntu Desktop,22.04,4,8,False,True,[ 22 631],['RDP' 'VPN Client'],['Chrome' 'Firefox' 'Office' 'VS Code' 'Zoom'],['Developers'],Power User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.98,True
wks-0662,Windows,10,8,32,True,True,[445],['EDR Agent' 'RDP' 'VPN Client'],['Chrome' 'Office' 'Teams'],['Finance'],Local Admin,Standard User Workstation,Moderate,High,Moderate,synthetic_hybrid,0.9,True
wks-0663,Windows,10,4,64,True,True,[ 445 3389],['Backup Agent' 'OneDrive Sync' 'Print Spooler' 'SSH'],['Chrome' 'KioskShell' 'Zoom'],['QA'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.74,True
wks-0664,Ubuntu Desktop,22.04,16,16,True,True,[631],['Defender' 'EDR Agent' 'OneDrive Sync' 'Print Spooler'],['Office' 'Teams' 'Workday'],['Engineering' 'Executives'],Local Admin,HR Workstation,High,High,Moderate,synthetic_rules,0.74,True
wks-0665,Windows,11,8,8,False,True,[ 135 3389],[],"['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VPN Client'
 'VS Code' 'Zoom']",['Data Scientists' 'Developers' 'Help Desk'],Local Admin,Developer Workstation,Moderate,High,Moderate,synthetic_hybrid,0.78,True
wks-0666,Windows,11,32,16,False,True,[135 445],['OneDrive Sync' 'RDP'],['Chrome' 'Office' 'Teams'],['Developers' 'Help Desk'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.91,True
wks-0667,Windows,10,8,8,True,True,[8000],['OneDrive Sync' 'VPN Client'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Call Center'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.97,True
wks-0668,Windows,10,8,64,False,True,[ 135  139  445 3389],['Print Spooler' 'RDP' 'SSH'],['Chrome' 'Office' 'Teams' 'VPN Client' 'Zoom'],['Engineering'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.9,True
wks-0669,Windows,11,16,8,True,True,[135 139 445],['OneDrive Sync' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Figma' 'Teams'],['SOC'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
wks-0670,Ubuntu Desktop,22.04,16,8,False,True,[ 22 631],['Defender' 'EDR Agent' 'VPN Client'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['HR'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_rules,0.8,True
wks-0671,Windows,10,4,32,True,True,[ 135  139 3389],['Print Spooler' 'RDP' 'VPN Client'],['Firefox' 'Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'Zoom'],['IT Operations'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_rules,0.89,True
wks-0672,Windows,10,16,8,False,True,[ 139  445 3389],[],['PuTTY' 'RDP' 'ServiceNow' 'Teams' 'VPN Client'],['Help Desk' 'IT Operations'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.89,True
wks-0673,macOS,13,4,8,True,True,[  22  631 8888],['OneDrive Sync' 'RDP' 'VPN Client'],['Anaconda' 'Firefox' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Data Scientists' 'Engineering'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_hybrid,0.82,True
wks-0674,Windows,10,4,64,True,True,[ 135  139 3389 8888],['OneDrive Sync' 'RDP'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['IT Operations' 'QA'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
wks-0675,Windows,11,32,32,False,True,[ 135  445 3389],[],['Chrome' 'KioskShell'],['Data Scientists' 'Finance'],Local Admin,Kiosk Workstation,Moderate,High,Moderate,synthetic_rules,0.74,True
wks-0676,Windows,10,8,32,False,True,[445],['Backup Agent' 'Defender' 'Print Spooler' 'RDP'],['Office' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Executives'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.7,True
wks-0677,macOS,14,8,16,False,True,[631],['Defender' 'RDP' 'VPN Client'],['Chrome' 'KioskShell'],['HR'],Local Admin,Kiosk Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.77,True
wks-0678,Windows,10,4,8,True,True,[139],[],['AutoCAD' 'Firefox' 'MATLAB' 'SolidWorks' 'VPN Client'],['Retail'],Power User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.99,True
wks-0679,Windows,10,16,32,True,True,[139 445],['Backup Agent' 'OneDrive Sync' 'Print Spooler' 'RDP'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Training'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.71,True
wks-0680,Windows,10,16,16,True,True,[ 135 3389],['Defender' 'EDR Agent' 'RDP' 'SSH'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Data Scientists' 'HR'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.83,True
wks-0681,macOS,14,16,32,False,False,[ 22 631],[],['Chrome' 'KioskShell'],['Call Center' 'Data Scientists'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
wks-0682,Windows,11,32,16,False,True,[ 139  445 5601],['Defender' 'EDR Agent' 'Print Spooler'],['Burp Suite' 'Splunk' 'Sysinternals' 'Wireshark'],['SOC'],Privileged Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.71,True
wks-0683,Windows,10,16,64,False,True,[ 135  139  445 3389],['OneDrive Sync' 'Print Spooler' 'SSH'],['Office' 'Teams' 'Zoom'],['Executives' 'HR'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.96,True
wks-0684,Windows,10,4,32,False,True,[139],['EDR Agent' 'RDP' 'SSH'],['CRM Client' 'Chrome' 'Firefox' 'Softphone' 'Teams' 'VPN Client'],['QA'],Power User,Call Center Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.85,True
wks-0685,Ubuntu Desktop,22.04,4,8,False,True,[22],[],['Burp Suite' 'Firefox' 'Office' 'Splunk' 'Sysinternals' 'Wireshark'],['Executives' 'HR'],Privileged Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_hybrid,0.79,True
wks-0686,macOS,14,16,64,False,True,[631],['OneDrive Sync' 'RDP'],['Firefox' 'PuTTY' 'RDP' 'ServiceNow' 'Teams' 'Zoom'],['Call Center' 'Engineering'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.72,True
wks-0687,Ubuntu Desktop,22.04,32,16,False,True,[ 22 631],['OneDrive Sync' 'Print Spooler' 'RDP' 'SSH'],['Chrome' 'Office' 'Teams'],['Call Center'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
wks-0688,Windows,10,4,8,False,True,[ 445 3389],['EDR Agent' 'OneDrive Sync' 'RDP'],['Chrome' 'POS Client' 'Receipt Printer Driver' 'Zoom'],['Finance'],Power User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.75,True
wks-0689,Windows,10,8,64,True,True,[ 135  139  445 3389],['Backup Agent' 'OneDrive Sync' 'Print Spooler'],['Excel' 'Power BI Desktop' 'SAP GUI' 'Teams' 'VPN Client'],['Domain Users' 'HR'],Power User,Finance Workstation,High,High,Moderate,synthetic_ml_seed,0.77,True
wks-0690,Windows,11,8,32,True,True,[ 135  139  445 3389],[],['Chrome' 'POS Client' 'Receipt Printer Driver'],['Retail'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_ml_seed,0.87,True
wks-0691,Windows,10,4,64,True,True,[ 135  139  445 3389],['EDR Agent' 'Print Spooler' 'RDP'],['AutoCAD' 'MATLAB' 'Office' 'SolidWorks'],['Engineering' 'QA'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_hybrid,0.83,True
wks-0692,Windows,11,8,32,False,True,[ 135  139  445 3389],['RDP' 'SSH'],['Excel' 'Power BI Desktop' 'SAP GUI'],['Executives'],Standard User,Finance Workstation,High,High,Moderate,synthetic_ml_seed,0.93,True
wks-0693,Windows,11,4,8,False,True,[ 135  139 3389],['Defender' 'OneDrive Sync' 'VPN Client'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['IT Operations'],Privileged Admin,Help Desk Workstation,Moderate,High,High,synthetic_ml_seed,0.72,True
wks-0694,Ubuntu Desktop,22.04,16,16,False,True,[  22  631 8888],['Backup Agent' 'RDP' 'SSH' 'VPN Client'],['Chrome' 'Postman' 'Selenium'],['Engineering' 'HR'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
wks-0695,Windows,11,4,16,False,True,[ 135  139  445 3389],['Backup Agent' 'Print Spooler'],['Office' 'Teams' 'VPN Client' 'Zoom'],['Engineering' 'Finance'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_rules,0.87,True
wks-0696,Windows,10,8,8,False,True,[445],['Defender' 'OneDrive Sync' 'RDP' 'SSH'],['Chrome' 'Office' 'VS Code'],['Help Desk'],Local Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_hybrid,0.97,True
wks-0697,Windows,10,4,32,True,True,[ 135  139  445 3389],['Print Spooler' 'RDP'],['AutoCAD' 'Chrome' 'MATLAB' 'SolidWorks' 'Zoom'],['Data Scientists' 'HR'],Power User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.83,True
wks-0698,Windows,11,4,16,False,True,[135],['Defender' 'OneDrive Sync' 'Print Spooler' 'VPN Client'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['HR'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.95,True
wks-0699,Windows,10,4,64,True,True,[3389],['EDR Agent' 'OneDrive Sync' 'Print Spooler' 'SSH'],['Anaconda' 'Chrome' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Developers' 'Domain Users'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_hybrid,0.94,True
wks-0700,Windows,11,4,16,True,True,[ 135  139  445 3389],['EDR Agent' 'OneDrive Sync' 'SSH'],['Firefox' 'Office' 'Teams' 'Workday' 'Zoom'],['Retail'],Standard User,HR Workstation,High,High,Moderate,synthetic_hybrid,0.84,True
wks-0701,Windows,10,8,64,True,True,[ 135  139  445 3389],['OneDrive Sync' 'Print Spooler' 'RDP' 'VPN Client'],['Chrome' 'Office' 'Teams' 'VPN Client' 'Zoom'],['Domain Users'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
wks-0702,Windows,11,16,32,False,True,[ 135  139  445 3389],['Defender' 'EDR Agent' 'Print Spooler'],['PowerShell' 'PuTTY' 'RSAT' 'Teams' 'VMware Workstation' 'VPN Client'],['Call Center' 'Retail'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.89,True
wks-0703,macOS,13,32,16,False,False,[ 22 631],[],['POS Client' 'Receipt Printer Driver'],['Developers' 'Training'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_rules,0.96,True
wks-0704,Windows,10,8,16,False,True,[135 445],['Backup Agent' 'Print Spooler'],['Chrome' 'Office' 'Teams' 'Zoom'],['Executives' 'Finance'],Standard User,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.78,True
